customerID,gender,AgeGroup,Partner,CLTV,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Contract,Churn Reason,Churn
2937-FTHUR,Female,Middle Age (30–59),False,2466,True,Yes,DSL,Yes,No,No,No,No,Yes,False,Electronic check,18,64.8,1166.7,Month-to-month,-,False
6765-MBQNU,Female,Middle Age (30–59),True,2244,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,26,26.0,684.05,One year,-,False
4295-YURET,Female,Senior (≥ 60),True,6357,True,No,DSL,Yes,No,No,Yes,Yes,Yes,True,Credit card (automatic),56,72.6,4084.35,Two year,-,False
2851-STERV,Male,Senior (≥ 60),False,2715,True,No,DSL,No,No,Yes,Yes,Yes,Yes,True,Electronic check,35,73.0,2471.25,One year,-,False
4716-HHKQH,Male,Senior (≥ 60),True,5328,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,False,Electronic check,20,107.05,2172.05,Month-to-month,-,False
4121-AGSIN,Female,Middle Age (30–59),True,4455,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),58,24.5,1497.9,One year,-,False
7951-QKZPL,Female,Under 30,True,5194,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,33,24.5,740.3,Two year,Long distance charges,True
8417-FMLZI,Male,Middle Age (30–59),True,4242,True,No,Fiber optic,No,Yes,No,No,No,Yes,True,Credit card (automatic),6,83.55,477.55,Month-to-month,Product dissatisfaction,True
9231-ZJYAM,Female,Senior (≥ 60),False,5301,True,No,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,4,78.85,292.8,Month-to-month,Moved,True
9412-ARGBX,Female,Middle Age (30–59),False,2459,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,True,Mailed check,48,95.5,4627.85,Two year,Competitor made better offer,True
9639-BUJXT,Male,Middle Age (30–59),False,5997,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,63,20.5,1328.15,One year,-,False
2876-GZYZC,Female,Middle Age (30–59),False,5886,True,Yes,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,13,85.95,1215.65,Month-to-month,-,False
9880-TDQAC,Female,Middle Age (30–59),True,5471,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,True,Electronic check,72,60.0,4264.0,Two year,-,False
2432-TFSMK,Male,Middle Age (30–59),False,2269,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,True,Credit card (automatic),18,89.6,1633.0,One year,-,False
5914-GXMDA,Female,Middle Age (30–59),True,5817,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,32,19.3,593.2,One year,-,False
4468-YDOVK,Male,Middle Age (30–59),False,3307,True,No,DSL,No,No,No,Yes,No,No,True,Bank transfer (automatic),5,48.65,235.2,Month-to-month,-,False
5934-TSSAU,Female,Middle Age (30–59),True,5903,True,No,Fiber optic,No,No,Yes,No,No,No,True,Credit card (automatic),23,75.3,1702.9,Month-to-month,-,False
3315-TOTBP,Male,Under 30,False,4938,True,Yes,Fiber optic,No,No,No,No,No,No,True,Mailed check,15,76.0,1130.85,Month-to-month,Lack of self-service on Website,True
8468-EHYJA,Female,Middle Age (30–59),True,5106,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,True,Electronic check,57,99.65,5497.05,Month-to-month,-,False
9722-UJOJR,Male,Middle Age (30–59),True,2663,True,No,Fiber optic,No,No,No,No,No,No,True,Electronic check,29,70.75,1974.8,Month-to-month,Price too high,True
0384-RVBPI,Male,Middle Age (30–59),False,2120,True,No,DSL,Yes,No,Yes,No,No,Yes,False,Credit card (automatic),20,64.4,1398.6,Month-to-month,-,False
7576-OYWBN,Male,Senior (≥ 60),False,2930,True,Yes,Fiber optic,No,No,No,No,No,No,True,Electronic check,3,76.05,231.8,Month-to-month,Competitor had better devices,True
0815-MFZGM,Female,Middle Age (30–59),True,4545,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,True,Credit card (automatic),42,99.0,4135.0,Two year,-,False
0376-OIWME,Male,Under 30,True,2701,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,True,Electronic check,36,93.6,3366.05,Month-to-month,-,False
4091-TVOCN,Male,Middle Age (30–59),False,2257,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,True,Credit card (automatic),48,78.75,3682.45,One year,-,False
6297-NOOPG,Female,Middle Age (30–59),True,5979,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,True,Electronic check,70,110.5,7752.05,Two year,-,False
3815-SLMEF,Female,Under 30,False,2802,False,No phone service,DSL,Yes,No,No,Yes,No,No,False,Mailed check,3,34.25,139.35,Month-to-month,Competitor offered higher download speeds,True
6331-EWIEB,Male,Middle Age (30–59),False,2414,True,Yes,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,20,85.25,1734.5,Month-to-month,Moved,True
6230-BSUXY,Female,Senior (≥ 60),False,2650,True,No,Fiber optic,No,No,Yes,No,No,Yes,True,Electronic check,1,85.0,85.0,Month-to-month,Network reliability,True
2026-TGDHM,Female,Middle Age (30–59),False,3830,True,No,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,7,79.3,523.15,Month-to-month,Competitor had better devices,True
3580-HYCSP,Male,Middle Age (30–59),True,5780,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,True,Bank transfer (automatic),72,110.3,7966.9,Two year,-,False
1958-RNRKS,Male,Middle Age (30–59),True,3712,True,Yes,DSL,No,No,No,No,No,No,False,Electronic check,30,49.9,1441.95,Month-to-month,-,False
0442-ZXKVS,Female,Senior (≥ 60),True,4337,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),54,115.6,6431.05,One year,-,False
2230-XTUWL,Female,Under 30,True,5461,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,48,19.55,883.35,Two year,-,False
7969-AULMZ,Female,Middle Age (30–59),False,4321,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,21,97.35,2119.5,Month-to-month,Moved,True
1414-YADCW,Male,Middle Age (30–59),True,5679,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,False,Bank transfer (automatic),70,84.6,5706.2,Two year,-,False
2439-LYPMQ,Male,Senior (≥ 60),True,5469,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Electronic check,38,102.6,4009.2,Month-to-month,-,False
3629-WEAAM,Female,Under 30,False,2804,True,No,DSL,No,No,Yes,Yes,No,Yes,False,Mailed check,8,64.1,504.05,Month-to-month,-,False
9462-MJUAW,Male,Middle Age (30–59),False,4399,True,Yes,DSL,No,No,No,No,No,No,False,Mailed check,4,50.4,206.6,Month-to-month,Competitor had better devices,True
0459-SPZHJ,Male,Under 30,True,4652,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,False,Credit card (automatic),63,83.5,5435.0,Two year,-,False
8571-ZCMCX,Female,Middle Age (30–59),True,3248,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,True,Credit card (automatic),47,60.0,2768.65,Two year,-,False
2545-LXYVJ,Male,Under 30,True,6317,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Bank transfer (automatic),72,20.7,1492.1,Two year,-,False
9738-QLWTP,Male,Middle Age (30–59),False,3446,True,No,Fiber optic,No,No,Yes,Yes,No,No,False,Electronic check,39,81.9,3219.75,One year,-,False
0420-HLGXF,Female,Senior (≥ 60),False,3860,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,39,99.75,4036.0,Month-to-month,-,False
1209-VFFOC,Male,Middle Age (30–59),True,4556,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,True,Mailed check,68,56.4,3948.45,Two year,-,False
0968-GSIKN,Female,Under 30,False,3901,True,No,Fiber optic,No,No,No,No,No,No,True,Mailed check,1,70.8,70.8,Month-to-month,Competitor made better offer,True
8166-ORCHU,Male,Senior (≥ 60),True,4414,True,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,True,Electronic check,33,93.55,3055.5,One year,-,False
7321-VGNKU,Female,Middle Age (30–59),True,4917,True,No,Fiber optic,No,No,No,No,No,No,True,Electronic check,2,70.35,120.25,Month-to-month,-,False
9168-INPSZ,Female,Senior (≥ 60),True,2944,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,False,Electronic check,44,104.15,4495.65,Month-to-month,-,False
2657-VPXTA,Female,Middle Age (30–59),True,4531,True,No,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,10,88.85,929.45,Month-to-month,-,False
2382-BCKQJ,Female,Middle Age (30–59),False,5600,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,62,100.15,6413.65,One year,Competitor made better offer,True
7783-YKGDV,Female,Middle Age (30–59),False,2538,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,True,Bank transfer (automatic),12,99.7,1238.45,Month-to-month,Lack of affordable download/upload speed,True
4893-GYUJU,Female,Under 30,False,5247,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,50,19.35,1033.0,One year,-,False
5296-PSYVW,Female,Middle Age (30–59),True,4169,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Electronic check,72,24.55,1750.7,Two year,-,False
1465-VINDH,Female,Middle Age (30–59),True,3596,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Credit card (automatic),10,102.1,1068.85,Month-to-month,Competitor offered higher download speeds,True
8859-YSTWS,Male,Middle Age (30–59),False,4254,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Bank transfer (automatic),48,19.95,1004.5,One year,-,False
3733-LSYCE,Female,Under 30,True,4891,True,No,Fiber optic,No,Yes,No,No,No,No,False,Bank transfer (automatic),15,75.35,1114.55,Month-to-month,-,False
7824-PANSQ,Male,Middle Age (30–59),False,6043,True,Yes,Fiber optic,No,No,No,Yes,No,No,False,Bank transfer (automatic),58,80.65,4807.35,Month-to-month,-,False
4195-NZGTA,Female,Middle Age (30–59),False,5858,False,No phone service,DSL,No,No,No,No,No,No,False,Electronic check,1,25.25,25.25,Month-to-month,-,False
1563-IWQEX,Female,Middle Age (30–59),False,5715,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,12,19.7,220.35,Month-to-month,-,False
1871-MOWRM,Male,Middle Age (30–59),True,4306,True,No,Fiber optic,Yes,No,No,Yes,No,No,False,Bank transfer (automatic),12,80.85,866.45,Month-to-month,Competitor offered more data,True
2753-JMMCV,Male,Middle Age (30–59),False,4774,True,Yes,DSL,No,Yes,Yes,Yes,No,Yes,True,Credit card (automatic),65,74.2,4805.65,Two year,-,False
9027-YFHQJ,Male,Under 30,False,4868,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),7,25.05,152.95,Month-to-month,-,False
8263-JQAIK,Male,Senior (≥ 60),False,5573,False,No phone service,DSL,No,No,No,No,No,No,True,Mailed check,2,24.45,47.5,Month-to-month,Competitor offered more data,True
3955-JBZZM,Male,Middle Age (30–59),False,2317,True,No,Fiber optic,No,No,No,No,Yes,No,False,Electronic check,20,78.8,1641.3,Month-to-month,-,False
6435-VWCCY,Male,Senior (≥ 60),True,5205,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,True,Credit card (automatic),65,92.7,5968.4,Two year,-,False
7779-ORAEL,Male,Senior (≥ 60),True,5837,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,False,Credit card (automatic),45,75.15,3480.35,Two year,-,False
7669-LCRSD,Male,Middle Age (30–59),True,2047,True,No,DSL,No,No,No,No,Yes,No,True,Mailed check,12,56.3,628.65,Month-to-month,-,False
0196-VULGZ,Female,Senior (≥ 60),True,5721,True,Yes,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,6,84.35,474.9,Month-to-month,Deceased,True
6686-YPGHK,Male,Senior (≥ 60),False,3645,True,No,Fiber optic,Yes,No,No,No,No,Yes,False,Mailed check,47,85.5,4042.3,Month-to-month,Moved,True
2229-DPMBI,Female,Under 30,True,3598,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,8,19.5,162.15,Two year,-,False
3621-CHYVB,Female,Middle Age (30–59),True,5866,False,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,True,Bank transfer (automatic),57,49.9,2782.4,Month-to-month,-,False
4195-SMMNX,Male,Middle Age (30–59),False,5627,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,2,20.35,33.2,Month-to-month,Attitude of support person,True
4403-BWPAY,Male,Middle Age (30–59),False,4527,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),14,24.8,321.7,One year,-,False
9300-RENDD,Male,Middle Age (30–59),False,4815,True,No,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,1,79.95,79.95,Month-to-month,Attitude of support person,True
2153-MREFK,Female,Middle Age (30–59),True,3599,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,True,Electronic check,37,99.2,3754.6,One year,Attitude of support person,True
9436-ZBZCT,Male,Middle Age (30–59),False,5463,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,True,Electronic check,14,89.95,1178.4,Month-to-month,Attitude of support person,True
8788-DOXSU,Male,Middle Age (30–59),False,6250,True,No,DSL,No,No,Yes,No,No,Yes,True,Bank transfer (automatic),59,61.35,3645.5,One year,-,False
6928-ONTRW,Female,Middle Age (30–59),True,5451,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),72,19.7,1379.8,Two year,-,False
6979-TNDEU,Female,Middle Age (30–59),False,2879,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,8,19.2,156.85,Month-to-month,-,False
3049-NDXFL,Female,Middle Age (30–59),False,2850,True,Yes,Fiber optic,No,No,No,No,No,Yes,False,Mailed check,1,85.8,85.8,Month-to-month,Competitor made better offer,True
2439-QKJUL,Male,Middle Age (30–59),False,5064,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,5,20.25,109.8,Month-to-month,-,False
5995-LFTLE,Male,Middle Age (30–59),False,4477,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),58,25.3,1474.35,Two year,-,False
1450-GALXR,Female,Middle Age (30–59),False,5184,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,True,Electronic check,10,98.5,1058.25,Month-to-month,Competitor had better devices,True
2642-MAWLJ,Female,Under 30,True,5272,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Bank transfer (automatic),36,20.25,717.95,Two year,-,False
2826-DXLQO,Male,Senior (≥ 60),True,2587,False,No phone service,DSL,Yes,No,No,No,No,No,False,Bank transfer (automatic),7,29.8,220.45,Month-to-month,-,False
0305-SQECB,Female,Middle Age (30–59),False,4265,False,No phone service,DSL,Yes,No,No,Yes,No,No,True,Mailed check,11,36.05,402.6,One year,-,False
0975-VOOVL,Female,Middle Age (30–59),False,4699,False,No phone service,DSL,No,Yes,No,No,No,No,False,Mailed check,3,29.2,98.5,Month-to-month,-,False
4558-CGYCZ,Male,Under 30,False,4987,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,4,19.75,78.3,Month-to-month,-,False
0799-DDIHE,Female,Under 30,True,3103,True,No,DSL,No,No,No,No,No,No,False,Electronic check,15,46.3,639.45,Month-to-month,-,False
4629-NRXKX,Female,Middle Age (30–59),True,5687,True,No,Fiber optic,No,No,No,No,No,No,False,Electronic check,2,70.4,147.15,Month-to-month,Network reliability,True
0516-OOHAR,Male,Middle Age (30–59),True,3411,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,Bank transfer (automatic),28,100.35,2799.0,One year,-,False
2495-KZNFB,Female,Under 30,False,4460,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,True,Electronic check,33,90.65,2989.6,Month-to-month,-,False
6374-NTQLP,Male,Senior (≥ 60),True,5092,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,True,Credit card (automatic),72,104.1,7447.7,Two year,-,False
1202-KKGFU,Female,Under 30,True,4474,True,No,DSL,Yes,No,No,Yes,No,No,False,Bank transfer (automatic),12,54.2,690.5,Month-to-month,-,False
0257-ZESQC,Female,Senior (≥ 60),True,4517,True,No,Fiber optic,Yes,No,No,No,No,No,True,Bank transfer (automatic),27,75.2,1929.35,Month-to-month,Attitude of support person,True
9606-PBKBQ,Male,Senior (≥ 60),True,4584,True,Yes,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,32,85.0,2642.05,Month-to-month,Attitude of support person,True
2262-SLNVK,Female,Middle Age (30–59),False,2475,True,No,Fiber optic,No,No,No,No,No,No,False,Electronic check,1,70.1,70.1,Month-to-month,-,False
3454-JFUBC,Male,Senior (≥ 60),False,6136,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),68,20.0,1396.0,Two year,-,False
5248-RPYWW,Female,Senior (≥ 60),True,4606,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),72,90.15,6716.45,Two year,-,False
0520-FDVVT,Male,Under 30,False,2473,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Bank transfer (automatic),35,102.35,3626.1,One year,Price too high,True
6087-YPWHO,Male,Middle Age (30–59),True,4613,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,False,Mailed check,72,68.15,4808.7,Two year,-,False
6922-NCEDI,Male,Middle Age (30–59),False,6473,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,56,21.2,1238.65,One year,-,False
4030-VPZBD,Female,Middle Age (30–59),False,2860,False,No phone service,DSL,No,No,No,Yes,No,No,True,Electronic check,2,30.9,59.05,Month-to-month,Network reliability,True
1678-FYZOW,Female,Under 30,False,2448,True,No,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,3,79.4,244.65,Month-to-month,Competitor offered higher download speeds,True
9361-YNQWJ,Female,Middle Age (30–59),False,5887,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),64,24.4,1601.2,One year,-,False
8242-PDSGJ,Male,Middle Age (30–59),True,5840,False,No phone service,DSL,Yes,No,Yes,Yes,No,No,True,Credit card (automatic),70,39.15,2692.75,Two year,-,False
2886-KEFUM,Female,Middle Age (30–59),True,6144,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Electronic check,63,107.5,6873.75,One year,Attitude of support person,True
7297-DVYGA,Female,Middle Age (30–59),False,5089,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),51,19.85,996.95,One year,-,False
9763-GRSKD,Male,Middle Age (30–59),True,5764,True,No,DSL,Yes,No,No,No,No,No,True,Mailed check,13,49.95,587.45,Month-to-month,-,False
8474-UMLNT,Female,Middle Age (30–59),False,4115,True,No,DSL,Yes,Yes,No,Yes,No,Yes,False,Bank transfer (automatic),13,67.8,842.25,Month-to-month,-,False
7074-IEVOJ,Female,Senior (≥ 60),False,3501,True,Yes,Fiber optic,No,Yes,No,No,No,No,True,Electronic check,3,79.4,205.05,Month-to-month,Product dissatisfaction,True
6308-CQRBU,Female,Middle Age (30–59),True,5044,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,Electronic check,71,109.25,7707.7,Two year,-,False
2812-REYAT,Female,Middle Age (30–59),True,5579,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),49,20.05,923.1,One year,-,False
3727-JEZTU,Female,Under 30,False,2152,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,1,20.4,20.4,Month-to-month,-,False
6942-LBFDP,Female,Middle Age (30–59),False,5629,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,2,20.55,33.6,Month-to-month,-,False
3551-HUAZH,Male,Senior (≥ 60),False,3429,True,Yes,Fiber optic,No,No,No,No,No,No,True,Electronic check,1,74.4,74.4,Month-to-month,Price too high,True
0621-JFHOL,Female,Middle Age (30–59),False,3180,False,No phone service,DSL,No,No,No,Yes,No,No,True,Mailed check,10,29.6,299.05,Two year,-,False
0637-KVDLV,Male,Middle Age (30–59),False,5944,True,Yes,Fiber optic,No,No,No,No,No,No,True,Electronic check,2,76.5,162.45,Month-to-month,Don't know,True
0827-ITJPH,Male,Middle Age (30–59),False,5703,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),36,18.55,689.0,Two year,-,False
5474-LAMUQ,Male,Middle Age (30–59),True,5689,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,24,20.1,533.9,One year,-,False
5889-LFOLL,Female,Under 30,False,2659,True,Yes,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,13,84.6,1115.2,Month-to-month,Competitor offered more data,True
8943-URTMR,Female,Middle Age (30–59),False,5082,True,No,Fiber optic,No,No,No,No,Yes,No,True,Mailed check,2,79.65,152.7,Month-to-month,Lack of affordable download/upload speed,True
7481-ATQQS,Female,Senior (≥ 60),False,5651,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,True,Credit card (automatic),49,90.85,4515.85,Month-to-month,Attitude of support person,True
8106-GWQOK,Male,Middle Age (30–59),True,2187,False,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,True,Bank transfer (automatic),38,60.0,2193.2,Two year,-,False
2804-ETQDK,Male,Middle Age (30–59),False,4101,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,66,20.55,1357.1,Two year,-,False
9334-GWGOW,Male,Senior (≥ 60),True,2259,True,Yes,Fiber optic,No,No,No,No,No,No,True,Electronic check,7,74.85,485.25,Month-to-month,-,False
8519-QJGJD,Female,Middle Age (30–59),False,4995,True,No,Fiber optic,No,No,Yes,No,No,No,False,Electronic check,14,75.35,1025.95,Month-to-month,Attitude of service provider,True
1734-ZMNTZ,Female,Middle Age (30–59),True,5409,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,11,25.0,300.7,Two year,-,False
0674-EYYZV,Female,Middle Age (30–59),False,5882,True,No,DSL,No,No,No,No,Yes,No,True,Electronic check,1,54.65,54.65,Month-to-month,-,False
7560-QRBXH,Female,Middle Age (30–59),False,3396,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,48,19.95,936.7,One year,-,False
1790-NESIO,Female,Under 30,False,4883,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,13,20.4,261.3,Two year,-,False
8267-ZNYVZ,Female,Middle Age (30–59),True,3824,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,True,Electronic check,33,103.75,3361.05,One year,Attitude of service provider,True
9891-NQDBD,Female,Under 30,True,3493,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,28,25.55,672.2,One year,-,False
4423-YLHDV,Female,Under 30,True,5570,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,True,Bank transfer (automatic),21,104.4,2200.25,Month-to-month,Attitude of support person,True
0111-KLBQG,Male,Senior (≥ 60),True,2844,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,True,Mailed check,32,93.95,2861.45,Month-to-month,-,False
7798-JVXYM,Female,Middle Age (30–59),False,5351,True,No,DSL,No,No,No,Yes,Yes,Yes,True,Electronic check,14,69.65,921.4,Month-to-month,-,False
2239-CFOUJ,Male,Under 30,True,4540,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,1,20.4,20.4,One year,-,False
8108-UXRQN,Female,Under 30,True,3443,False,No phone service,DSL,Yes,No,No,No,Yes,Yes,False,Electronic check,11,50.55,565.35,Month-to-month,-,False
6103-QCKFX,Female,Middle Age (30–59),True,3918,True,No,DSL,Yes,No,No,Yes,No,No,False,Bank transfer (automatic),44,56.25,2419.55,Month-to-month,-,False
9505-SQFSW,Female,Middle Age (30–59),True,5651,False,No phone service,DSL,No,Yes,No,No,No,Yes,False,Mailed check,3,40.3,92.5,Month-to-month,-,False
1478-VPOAD,Female,Middle Age (30–59),False,4633,True,No,DSL,No,No,No,No,No,No,False,Electronic check,1,43.8,43.8,Month-to-month,-,False
3982-JGSFD,Male,Middle Age (30–59),False,3526,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),36,20.35,695.85,One year,-,False
2361-FJWNO,Male,Middle Age (30–59),False,5323,False,No phone service,DSL,No,Yes,No,Yes,No,No,False,Credit card (automatic),40,36.0,1382.9,One year,-,False
3441-CGZJH,Female,Middle Age (30–59),True,2725,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,True,Credit card (automatic),43,60.4,2640.55,One year,-,False
0420-BWTPW,Male,Middle Age (30–59),False,5578,False,No phone service,DSL,No,No,No,No,No,No,False,Mailed check,8,25.5,215.2,Month-to-month,Attitude of support person,True
7225-IILWY,Male,Middle Age (30–59),True,5434,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,68,25.75,1686.15,Two year,-,False
5832-TRLPB,Male,Middle Age (30–59),False,4422,True,No,DSL,No,No,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),29,75.35,2243.9,One year,-,False
1389-CXMLU,Male,Senior (≥ 60),False,2194,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,False,Electronic check,3,91.05,289.1,Month-to-month,Competitor made better offer,True
0854-UYHZD,Female,Under 30,True,2816,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,13,19.55,265.3,Two year,-,False
6839-ITVZJ,Female,Middle Age (30–59),True,2039,True,Yes,DSL,No,Yes,No,Yes,No,No,True,Electronic check,26,60.05,1616.15,Month-to-month,Don't know,True
3474-BAFSJ,Male,Under 30,True,4133,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),57,57.5,3265.95,Two year,-,False
2038-OEQZH,Male,Middle Age (30–59),False,3653,True,No,Fiber optic,No,No,Yes,No,No,Yes,False,Electronic check,4,86.05,308.1,Month-to-month,-,False
7876-DNYAP,Female,Under 30,True,5423,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),69,19.8,1436.95,Two year,-,False
7426-GSWPO,Male,Senior (≥ 60),False,5125,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,True,Bank transfer (automatic),64,103.5,6548.65,Month-to-month,-,False
5271-DBYSJ,Male,Senior (≥ 60),False,3355,True,No,Fiber optic,No,No,No,No,No,Yes,True,Credit card (automatic),11,79.15,827.7,Month-to-month,-,False
3701-SFMUH,Male,Middle Age (30–59),True,4326,True,No,DSL,Yes,No,No,No,Yes,Yes,False,Credit card (automatic),7,69.7,516.15,Month-to-month,-,False
0481-SUMCB,Female,Senior (≥ 60),False,5391,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Bank transfer (automatic),45,102.15,4735.35,One year,-,False
